source_id,OGLE-ID,RA,Dec,Type,subType,SNR,I,V_I,Period,[Fe/H]_J95,[Fe/H]_ZW,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist,r_est,r_lo,r_hi,abs_Imag,abs_Gmag,V
4685847734160328320,OGLE-SMC-CEP-0738,11.324041,-73.34978,CEP,1O,7.2406197,17.434,0.9109993,0.9838268,,,11.32406161511,0.1211,-73.34976044573,0.1129,0.4925,0.1308,0.325,0.233,-1.353,0.224,1015.8,10.4537,18.17134,707.32,30.0147,18.227348,916.176,33.2644,17.356972,0.870377,,,0,,,,,,0.092792,1808.56595093733,1456.05401785374,2343.35534366245,6.147328263688422,6.884668248429634,-16.52300071525879
4685882338734713856,OGLE-SMC-CEP-1919,13.149458,-73.39828,CEP,1O,5.1177936,16.683,0.7539997,1.4683537,,,13.14952930439,0.0976,-73.39827699515,0.0873,0.0124,0.1099,0.42,0.196,0.181,0.167,2276.84,8.02543,17.295034,1546.15,34.5542,17.378258,1745.05,18.1637,16.657398,0.72086,,,0,,,,,,0.067318,3903.84527042874,3043.77372682344,5096.01560512111,3.72553758457461,4.337571019999416,-15.929000864575196
4687260473442321152,OGLE-SMC-CEP-4453,18.666,-72.498474,CEP,1O,10.809457,16.246,0.47099876,1.0379968,,,18.66604121648,0.0542,-72.4984905558,0.0421,0.0573,0.0516,1.047,0.103,-1.458,0.086,3939.01,21.7959,16.699898,2465.23,52.3373,16.871744,2328.15,33.7925,16.34439,0.527353,,,0,7166.96,,,,,0.046638,5302.23610361333,4417.84632350137,6455.69996468771,2.623704977143781,3.07760268722679,-15.775001529916992
4657218444372713216,OGLE-LMC-CEP-2757,84.71375,-70.33683,CEP,F,14.222001,15.058,1.0530005,5.745368,,,84.7138115156,0.035,-70.33683011252,0.0356,0.0945,0.0345,1.901,0.065,0.537,0.075,8365.28,40.6644,15.882165,3900.35,69.6226,16.373629,6907.14,121.907,15.163674,1.209954,,,0,4896.5,,,,,0.045888,5613.62004945364,4840.22712823065,6596.79414299144,1.3117845377110662,2.135949926810188,-14.00499911090088
4688977940665624192,OGLE-SMC-CEP-1540,12.691625,-72.68289,CEP,1O/2O,9.776872,17.045,0.46500015,0.7469069,,,12.6916748186,0.089,-72.6828755076,0.068,-0.0703,0.0914,1.221,0.159,-1.533,0.135,1989.37,26.1358,17.441578,1379.81,59.8582,17.50184,1328.99,40.0262,16.953114,0.548727,,,0,,,,,,0.083381,4819.03741858473,3835.77276291289,6123.97825003099,3.630198583798304,4.0267765075043584,-16.579999926293944
4685745930513956096,OGLE-SMC-CEP-0257,9.38425,-74.063774,CEP,F,19.18713,16.666,0.566,1.7181276,,,9.38422731909,0.2675,-74.06375419949,0.2063,-0.8451,0.2619,-5.862,0.533,1.365,0.401,2803.16,57.21,17.069246,2136.52,125.478,17.02712,1944.49,72.1145,16.539906,0.487215,,,0,,,,,,0.084842,3774.66803609019,2782.21959312836,5128.86589835011,3.78160654854857,4.184852182337632,-16.10000036621094
4685881857698310400,OGLE-SMC-CEP-2063,13.368375,-73.39036,CEP,1O,10.33087,16.767,0.6459999,1.2012132,,,13.36844490409,0.0755,-73.39036565703,0.064,-0.0045,0.0801,0.542,0.176,-1.155,0.124,2270.76,20.7418,17.297937,1987.48,91.4209,17.105633,2049.54,101.616,16.482779,0.622854,,,0,,,,,,0.063579,4776.76778251309,3836.58629714263,6030.74386713019,3.371329553204035,3.902266354839778,-16.121000298364258
4688863767573886592,OGLE-SMC-CEP-0363,10.132875,-73.228,CEP,1O,11.167376,16.343,0.5979996,1.4089344,,,10.1328029602,0.0747,-73.22799830761,0.0554,0.1855,0.0791,0.386,0.129,-1.484,0.108,3330.83,26.3577,16.881985,2112.57,70.2134,17.039362,2218.69,45.9548,16.396677,0.642685,,,0,6764.0,,,,,0.085904,3414.02401812033,2768.56464517483,4323.30848256327,3.676667551438147,4.215652139450842,-15.745000811987305
4685899003211056128,OGLE-SMC-CEP-2961,14.810208,-73.26397,CEP,1O,8.427004,16.908,0.51599884,0.8906685,,,14.81025297361,0.0993,-73.26398644526,0.0667,-0.0875,0.0885,-0.196,0.186,-1.234,0.125,2303.38,21.6636,17.28245,1618.69,48.8049,17.32848,1483.67,35.9198,16.833574,0.494905,,,0,,,,,,0.063808,5030.92639497393,4015.53839720983,6369.47899631154,3.3997611289356655,3.7742101828907444,-16.39200210604492
4690603950861790208,OGLE-SMC-CEP-3390,15.621834,-71.346,CEP,1O,12.280578,16.227,0.50500107,1.3155923,,,15.62190019279,0.0663,-71.34600144214,0.047,-0.1008,0.0736,0.776,0.11,-1.051,0.09,4243.47,36.8986,16.619062,2666.93,80.1357,16.786362,2474.19,46.1997,16.278337,0.508024,,,0,7111.5,,,,,0.065138,5683.22551401046,4615.86576248009,7057.89746473604,2.4540248354945255,2.846087552657611,-15.721998212836914
