source_id,OGLE-ID,RA,Dec,Type,subType,SNR,I,V_I,Period,[Fe/H]_J95,[Fe/H]_ZW,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist,r_est,r_lo,r_hi,abs_Imag,abs_Gmag
4062282289036362496,OGLE-BLG-LPV-180307,270.37857,-29.599277,LPV,Mira,122.38756,12.138,4.8030005,298.7,,,270.3785905742273,-29.5992657693665,0.005,0.004,90.0,270.37857029209,0.1528,-29.59927654991,0.1409,0.2129,0.1529,-4.096,0.309,-2.504,0.254,false,35358.2,2188.19,14.317141,2266.74,386.918,16.962885,80848.2,16814.4,12.492744,4.470141,,,0,3374.5,2.395,1.484,,,0.076041,4375.04647823065,2646.78461337154,8046.86595614583,-1.0669138209068763,-1.0669138209068763
4056577438487203200,OGLE-BLG-RRLYR-06109,268.33786,-29.104029,RRLYR,RRab,12.235151,16.658,2.337,0.542998,,,268.3378753616793,-29.1040122269373,0.005,0.004,90.0,268.33786040776,0.196,-29.10402938176,0.1759,-0.2055,0.2031,-3.035,0.355,-3.984,0.289,false,1347.57,18.537,17.864489,572.335,22.3407,18.457262,2690.27,70.4209,16.18743,2.269833,,,0,,,,,,0.077336,7162.65236112766,4389.23182996263,11551.1344345732,2.38263157996823,2.38263157996823
4685925735091160704,OGLE-SMC-ECL-1627,12.335333,-73.41236,ECL,ED,7.7342334,16.305,-0.21899986,3.0469675,,,12.3353224075872,-73.4123545211909,0.001,0.001,90.0,12.33533227423,0.0435,-73.41235941655,0.0363,-0.0255,0.0455,0.654,0.091,-1.137,0.074,false,6723.49,15.9067,16.119379,5998.62,105.03,15.90626,2652.82,47.4112,16.202652,-0.296392,,,0,8741.67,,,,,0.022529,6977.4074322132,5838.89949238636,8413.92608611416,2.0865298876459484,2.0865298876459484
4657995528400930816,OGLE-LMC-ECL-18238,82.89,-69.94647,ECL,ED,8.41042,16.776,0.039001465,7.815315,,,82.8899831562947,-69.9464722531295,0.004,0.003,0.0,82.88999886511,0.0932,-69.94647069259,0.1372,-0.2174,0.1124,1.251,0.195,0.362,0.271,false,3409.34,7.3623,16.85669,3142.8,78.2563,16.608095,1948.21,28.3029,16.537828,0.070267,,,0,7841.0,,,,,0.022319,4722.9294868855,3738.41963752473,6011.60067043713,3.4049417610690185,3.4049417610690185
4050242327438788608,OGLE-BLG-ECL-253512,270.3435,-29.853527,ECL,C,20.791338,15.256,1.0530005,0.3970712,,,270.3434960775915,-29.8535281937321,0.002,0.001,90.0,270.34349921752,0.0599,-29.85352658628,0.0593,0.6545,0.0771,0.632,0.112,0.373,0.092,false,6410.66,54.4988,16.17111,3316.3,199.485,16.549755,6508.16,229.986,15.228273,1.321482,,,0,4848.5,,,1.17,0.677,0.012979,1489.43969146535,1327.19815818637,1695.9255313741,4.390884950142153,4.390884950142153
4062282048284601728,OGLE-BLG-ECL-253506,270.34338,-29.644361,ECL,NC,13.643878,15.311,1.2860003,0.2624267,,,270.3433722037513,-29.6443549045624,0.002,0.001,90.0,270.34338094115,0.0588,-29.64436097031,0.0537,0.6858,0.0681,1.764,0.112,-1.409,0.093,false,5505.19,30.93,16.336435,2516.46,66.4578,16.849413,5528.25,136.185,15.405451,1.443962,,,0,4472.0,,,1.29,0.6,0.032811,1417.26257115416,1287.34930077192,1575.75015026142,4.5537482808856975,4.5537482808856975
4063176501163505664,OGLE-BLG-ELL-016837,270.44995,-27.269472,ELL,ELL,9.421036,15.236,4.441,129.25842,,,270.4499418446233,-27.2694535746788,0.005,0.005,90.0,270.44995052212,0.1837,-27.26947275017,0.1897,0.0747,0.2878,1.791,0.348,-4.454,0.302,false,3305.75,16.2062,16.890192,685.403,54.2327,18.261524,6598.16,215.085,15.213364,3.048161,,,0,4012.71,,,,,0.07128,4832.02954395846,2632.92907649061,8714.98666835367,1.8153521561290233,1.8153521561290233
4063304009966281600,OGLE-BLG-ECL-282577,271.0145,-26.830805,ECL,NC,8.977241,15.512,1.4119997,0.6361614,,,271.0144975128334,-26.8308062375604,0.002,0.002,90.0,271.01450070684,0.0768,-26.83080435391,0.0683,0.2658,0.0715,0.662,0.15,0.437,0.124,false,4518.45,19.7583,16.550892,2004.69,51.5251,17.096272,4973.56,71.8913,15.520252,1.576019,,,0,4460.0,,,,,0.009148,3461.84880086336,2696.14077982312,4757.15982226625,2.8154596050258256,2.8154596050258256
4043726484035011328,OGLE-BLG-ECL-248516,270.23282,-32.04014,ECL,NC,11.38779,15.012,1.4089994,0.8062522,,,270.2328419590981,-32.0401275932725,0.002,0.002,90.0,270.23282096677,0.0762,-32.0401408191,0.077,0.3613,0.088,-4.133,0.143,-3.072,0.111,false,6903.64,35.5638,16.09067,2922.76,98.7699,16.686907,7423.61,249.195,15.085382,1.601524,,,0,4449.21,,,,,0.080532,2687.91160803828,2090.06533399733,3728.92963243829,2.8649251697011735,2.8649251697011735
4064822676232055424,OGLE-BLG-ECL-341592,272.5205,-26.030972,ECL,NC,11.5050955,15.584,1.3040009,0.8961939,,,272.520493184756,-26.0309673421051,0.004,0.003,90.0,272.5204987167,0.174,-26.0309721422,0.1338,0.0026,0.1853,1.155,0.268,-1.115,0.222,false,4449.02,25.1055,16.567703,2288.91,73.2806,16.952318,4917.15,115.713,15.532636,1.419683,,,0,4848.5,,,,,0.027698,5531.41218825581,3398.82313505423,9115.39921889576,1.869819522228724,1.869819522228724
4043201604625856512,OGLE-BLG-LPV-083950,268.05667,-33.440693,LPV,Mira,157.9605,13.178,5.6349993,328.8,,,268.056682353495,-33.440664863219,0.009,0.007,90.0,268.05666984637,0.3469,-33.44069181613,0.2802,1.2928,0.378,-2.424,0.568,-6.26,0.45,false,9130.58,403.281,15.78712,864.022,78.1787,18.010077,26874.6,5843.87,13.688566,4.32151,,,0,3696.17,,,,,0.107876,896.58416544685,539.029969351696,2747.75701947976,3.4150451274730447,3.4150451274730447
4043249673814933120,OGLE-BLG-ELL-013490,269.42166,-33.376556,ELL,ELL,7.0278335,13.512,2.4869995,133.33333,,,269.4216761842084,-33.376527314904,0.002,0.001,90.0,269.42166188042,0.0576,-33.37655625226,0.0496,0.0307,0.0581,-2.774,0.107,-6.721,0.089,false,21127.4,46.8498,14.876249,4432.72,57.6202,16.234713,27186.0,157.101,13.676058,2.558655,,,0,3744.97,2.0185,1.022,,,0.114154,8880.18054980231,6355.35649620212,12890.5826045366,-1.2301088952994625,-1.2301088952994625
4063188290685073792,OGLE-BLG-ECL-254981,270.37854,-27.227694,ECL,NC,6.196637,15.954,1.6199989,3.9131951,,,270.378542268588,-27.2276793148825,0.004,0.003,90.0,270.37853820884,0.1263,-27.22769385469,0.156,0.6308,0.2585,-0.838,0.239,-3.377,0.2,false,2902.36,4.3503,17.031488,1198.14,14.447,17.655117,3650.61,39.3907,15.856005,1.799112,,,0,4375.67,,,,,0.053363,1928.9761931862,1124.96771137932,4851.81307947552,4.527366134263033,4.527366134263033
4062660314830697600,OGLE-BLG-ECL-206213,269.3102,-28.271723,ECL,NC,5.5876203,15.632,1.6720009,0.986396,,,269.31020816253,-28.2717146632154,0.005,0.004,90.0,269.31020149895,0.1347,-28.27172198984,0.121,0.5102,0.1497,-1.363,0.32,-1.702,0.234,false,3560.23,9.93838,16.80967,1632.91,39.8176,17.318985,5343.7,58.6617,15.442316,1.876669,,,0,4470.0,,,,,0.03963,2044.98064513876,1439.48918715606,3437.02222609104,4.0785539597196845,4.0785539597196845
4043766410025203072,OGLE-BLG-RRLYR-09408,269.67038,-32.05103,RRLYR,RRab,17.482132,15.304,1.7190008,0.99337673,,,269.6704038690601,-32.0510229592122,0.002,0.002,90.0,269.67038074936,0.0797,-32.05102843644,0.0692,0.1291,0.0741,-4.551,0.13,-1.272,0.106,false,5371.29,42.0758,16.363169,1852.01,74.1985,17.182278,6091.19,137.758,15.300165,1.882113,,,0,4118.17,,,,,0.077116,5819.58164746016,4080.40207351986,9011.21031830955,1.4795410726972094,1.4795410726972094
4068889254163275648,OGLE-BLG-ELL-006771,267.17224,-22.906084,ELL,ELL,9.418384,14.334,2.8199997,105.520065,,,267.1722577624699,-22.9060535705609,0.002,0.002,90.0,267.17223899468,0.0759,-22.9060855514,0.0643,-0.0732,0.089,-4.015,0.134,-7.428,0.107,false,9071.74,28.8128,15.79414,1940.61,71.2156,17.131544,14041.2,207.494,14.393407,2.738137,,,0,3804.5,,,,,0.124378,8427.20229757417,5953.06970896899,12097.4653735663,-0.2944174633035779,-0.2944174633035779
4657904024092333696,OGLE-LMC-ECL-17016,82.26875,-70.196724,ECL,ED,6.921689,18.368,0.32099915,16.18102,,,82.268716334049,-70.1967318990122,0.009,0.007,0.0,82.26874933722,0.2324,-70.19672579544,0.3006,0.0338,0.2658,2.597,0.475,1.418,0.56,false,640.332,2.19812,18.672352,748.109,28.6211,18.166477,606.355,24.8287,17.805103,0.361374,,,0,,,,,,0.049946,2310.11145082323,1648.27637284039,3315.8134662172,6.549835366316749,6.549835366316749
4041822546438831232,OGLE-BLG-ELL-005352,266.3208,-33.998695,ELL,ELL,9.079833,15.371,2.5240002,23.65137,,,266.3208157077883,-33.9986793141496,0.004,0.003,90.0,266.32079791366,0.1247,-33.99869443592,0.1766,0.1755,0.2351,-3.426,0.233,-3.512,0.181,false,3484.49,18.6874,16.833017,1274.36,47.6697,17.58816,7334.6,141.421,15.098479,2.48968,,,0,4076.25,,,,,0.073393,4501.41530316477,2496.24024396084,8316.21720267864,2.1042548746888485,2.1042548746888485
4658237936389395200,OGLE-LMC-CEP-1345,78.7695,-69.22517,CEP,1O,7.1682625,15.311,0.7020006,2.2982929,,,78.7694797114548,-69.225170002827,0.001,0.001,0.0,78.76950441348,0.0302,-69.22516880474,0.0345,-0.0902,0.0333,2.035,0.058,0.278,0.068,false,8393.31,27.3445,15.878532,5743.89,138.281,15.953372,6737.33,132.002,15.190701,0.762672,,,0,5574.0,,,,,0.025907,9376.97009754245,8073.01473352311,10938.9982166921,0.4506872149125307,0.4506872149125307
4657634888534062592,OGLE-LMC-ECL-22811,85.52092,-69.21186,ECL,ESD,14.813641,16.26,0.00799942,1.369876,,,85.5209049911939,-69.2118622855269,0.004,0.002,0.0,85.52092521269,0.0697,-69.21186078159,0.1015,-0.166,0.085,1.667,0.144,0.349,0.228,false,5588.92,32.2802,16.320045,6472.64,79.7378,15.823686,3683.8,42.4752,15.846179,-0.022493,,,0,6911.72,,,,,0.020867,5501.7261660809,4440.32944046632,6866.3997564666,2.5575053752397885,2.5575053752397885
4063272880151094016,OGLE-BLG-ELL-019989,271.65912,-26.78625,ELL,ELL,9.436965,15.497,1.2390003,1.1894346,,,271.6591310523627,-26.786215370555,0.005,0.004,90.0,271.65912122727,0.1769,-26.78624830454,0.1836,-0.178,0.2336,-2.037,0.34,-7.649,0.288,false,4681.36,29.3278,16.512436,2667.7,49.8219,16.786045,5825.51,97.6941,15.348585,1.43746,,,0,5074.4,,,,,0.129627,6089.34643204086,3686.70284640605,9941.63963862906,1.574146328495278,1.574146328495278
4690591302193800960,OGLE-SMC-ECL-4193,15.148875,-71.576614,ECL,ED,13.342579,15.262,-0.16100025,2.3327396,,,15.1488698182175,-71.576606576632,0.001,0.001,90.0,15.14887649184,0.0474,-71.57661200966,0.038,0.1189,0.0513,0.49,0.086,-1.262,0.073,false,15982.4,79.5254,15.179257,13731.4,236.194,15.007105,6015.5,124.383,15.313742,-0.306637,,,0,8868.67,,,,,0.027367,4549.97154660263,3814.11792036592,5525.24185875163,1.9719566799697645,1.9719566799697645
4056571498496746240,OGLE-BLG-ECL-146924,268.0559,-29.269361,ECL,NC,16.66178,15.725,1.6089993,1.4219711,,,268.0559140664669,-29.269331167078,0.003,0.002,90.0,268.05590162017,0.0954,-29.2693594989,0.0904,0.1139,0.1243,-2.522,0.175,-6.58,0.145,false,3465.7,7.78044,16.838888,1434.21,78.4414,17.459856,4687.09,127.138,15.584661,1.875196,,,0,4403.0,,,,,0.116128,5625.58891256198,3550.01958373384,9476.72025555355,1.974160415918611,1.974160415918611
4049977314936286848,OGLE-BLG-ECL-308953,271.63174,-30.40986,ECL,NC,9.881491,14.405,1.0180006,42.327305,,,271.6317297806527,-30.4098644266499,0.001,0.001,90.0,271.63174240045,0.0438,-30.40985967423,0.0387,0.4487,0.0459,2.528,0.084,1.104,0.069,false,15909.6,8.35747,15.184219,7656.84,55.7789,15.641265,13215.4,84.1841,14.45922,1.182045,,,0,4886.75,,,2.62,3.539,0.035506,2115.26549103229,1920.71767385393,2352.63230640718,2.7781753116400623,2.7781753116400623
4657914954781057792,OGLE-LMC-ECL-16420,81.9745,-69.94222,ECL,ED,6.07422,16.697,-0.069999695,5.166904,,,81.9744677357161,-69.9422261929912,0.003,0.002,0.0,81.97450602713,0.0711,-69.94222041418,0.082,-0.0543,0.0804,3.05,0.138,1.342,0.162,false,4203.05,12.244,16.629456,5070.13,114.548,16.08884,2702.64,54.6832,16.18245,-0.093609,,,0,6876.0,,,,,0.045651,4927.05160496576,3986.23543072119,6156.26697462325,3.2340649484730832,3.2340649484730832
4062779302563919488,OGLE-BLG-RRLYR-09987,269.8872,-27.843945,RRLYR,RRc,8.850302,16.548,1.8269997,0.2809132,,,269.8872095448385,-27.8439242221815,0.004,0.003,90.0,269.88719861511,0.1533,-27.84394327549,0.1345,0.3923,0.192,-2.245,0.286,-4.425,0.221,false,1478.38,16.1646,17.763897,976.104,80.4303,17.877647,3131.63,133.483,16.022493,1.855154,,,0,,,,,,0.080735,2879.48994413805,1719.39984285722,6033.05756357661,4.251422504647255,4.251422504647255
4041544881229644544,OGLE-BLG-ECL-114508,267.12704,-34.54125,ECL,C,24.22103,15.547,1.2710009,0.4468154,,,267.1270476552486,-34.5412411154549,0.007,0.005,90.0,267.12704269544,0.2373,-34.54125014973,0.1993,0.0665,0.2076,-0.949,0.427,-2.098,0.329,false,4072.45,56.5279,16.663727,2514.96,158.698,16.850063,5880.71,240.32,15.338345,1.511719,,,0,5143.45,,,,,0.039221,5298.3093619064,3084.04788458432,9199.81594044575,1.9263133681673672,1.9263133681673672
4655315464451323264,OGLE-LMC-ECL-02141,73.27175,-70.08972,ECL,ED,6.2351646,16.357,-0.023000717,4.02105,,,73.2717233522487,-70.089717549636,0.002,0.001,0.0,73.27175258912,0.0458,-70.08971786735,0.0621,-0.028,0.0524,2.312,0.089,-0.074,0.127,false,5392.36,12.534,16.35892,4394.68,38.0863,16.24407,2586.67,28.6172,16.230068,0.014002,,,0,9516.75,,,,,0.033839,6011.80347498441,5042.18681323898,7230.84482722894,2.461976475347228,2.461976475347228
4044144096489233408,OGLE-BLG-ECL-262198,270.5472,-30.577806,ECL,NC,12.0381565,15.625,1.3710003,2.2966552,,,270.5472145843963,-30.5778152063032,0.003,0.002,90.0,270.54720189276,0.102,-30.57780771719,0.0907,0.6744,0.1165,-2.538,0.183,1.739,0.144,false,3851.34,30.6385,16.724337,1844.95,47.6743,17.186424,4390.27,107.119,15.655691,1.530733,,,0,4467.5,,,,,0.056051,1479.79164967105,1237.07240267166,1838.40149811368,4.773997138457329,4.773997138457329
4657962744955124736,OGLE-LMC-ECL-15693,81.60267,-69.912,ECL,EC,19.580158,15.143,0.24600029,26.95943,,,81.6026550273518,-69.9120011642487,0.001,0.001,0.0,81.60267688173,0.0322,-69.91200047495,0.0377,-0.0216,0.039,1.743,0.062,0.16,0.073,false,11930.9,86.6578,15.496679,8675.56,216.756,15.505645,6483.81,130.714,15.232345,0.2733,,,0,8865.25,,,,,0.018982,7307.70962734737,6208.30824441371,8670.38367240934,0.8240932376282046,0.8240932376282046
4044037336553739264,OGLE-BLG-ECL-200048,269.17667,-31.324472,ECL,NC,10.199758,15.706,1.3879995,0.9747251,,,269.176666014269,-31.3244730809916,0.002,0.002,90.0,269.1766728319,0.0765,-31.32447163514,0.0703,0.5423,0.0828,1.353,0.152,0.336,0.124,false,4095.98,10.6375,16.65747,1876.49,43.0744,17.16802,4859.28,76.5989,15.54549,1.62253,,,0,4460.0,,,,,0.01286,1798.67876259223,1545.86223010032,2147.83610647555,4.431232293690201,4.431232293690201
4043059939451710080,OGLE-BLG-LPV-191864,270.78683,-32.051945,LPV,Mira,170.42386,13.694,4.7140007,203.4,,,270.7868623992697,-32.0518948964226,0.013,0.01,90.0,270.78682717205,0.4364,-32.05194552511,0.395,-1.3146,0.5337,-6.935,0.814,-11.759,0.652,false,13941.1,811.87,15.327624,3551.42,379.032,16.475384,43766.5,5050.12,13.159064,3.31632,,,0,3629.03,,,,,0.205687,6618.18732360465,3717.57001601663,11192.1621785302,-0.40969503300097543,-0.40969503300097543
4062306001357956992,OGLE-BLG-ECL-241306,270.0739,-29.27364,ECL,C,22.424091,14.389,1.0550003,0.3712624,,,270.0738870317302,-29.273638229521,0.002,0.001,90.0,270.073897131,0.0488,-29.27364031343,0.0451,0.6946,0.0531,2.046,0.097,-0.484,0.076,false,13036.3,103.789,15.400477,7143.55,168.78,15.716603,12897.5,474.632,14.485658,1.230946,,,0,5003.0,,,1.44,1.178,0.041219,1392.56813948421,1294.30928872778,1506.65197733738,3.6699176652369623,3.6699176652369623
4056551084555381120,OGLE-BLG-ECL-160679,268.34982,-29.424583,ECL,C,18.665688,15.565,1.3730001,0.3479126,,,268.3498189193908,-29.4245767453121,0.006,0.005,90.0,268.3498170337,0.1988,-29.42458275428,0.1733,0.8922,0.2198,-0.381,0.376,-1.396,0.297,false,4027.19,48.1462,16.675861,1967.24,73.2977,17.116743,5833.44,177.072,15.347107,1.769636,,,0,4546.0,,,,,0.02277,1197.56760041772,869.316078638248,1920.01715391223,5.173499390995143,5.173499390995143
4657678010044322944,OGLE-LMC-CEP-2688,84.47175,-69.20778,CEP,F,19.99964,16.21,1.2390003,2.9475012,,,84.4717309437957,-69.2077811123449,0.003,0.002,0.0,84.47175208668,0.0778,-69.20777747905,0.085,-0.1374,0.0831,1.743,0.149,0.844,0.173,false,2540.67,29.5497,17.175995,1515.71,62.3672,17.399849,2700.18,92.3152,16.18344,1.21641,,,0,,,,,,0.02468,5392.75509028023,4357.69816849075,6727.02994171668,2.5509455973050095,2.5509455973050095
4657956530085742976,OGLE-LMC-ACEP-046,81.613205,-69.9825,ACEP,F,12.30085,17.264,0.5869999,1.2637169,,,81.6131946810154,-69.982502687746,0.004,0.004,0.0,81.61321275573,0.1229,-69.98250006807,0.1403,-0.1182,0.136,1.437,0.274,0.608,0.281,false,1527.27,27.2848,17.728577,1327.4,76.2787,17.543882,1358.48,53.4336,16.929285,0.614597,,,0,,,,,,0.015979,3782.86641185677,2936.96916101905,4930.24421241476,4.374894914523118,4.374894914523118
4063558306429439104,OGLE-BLG-ECL-230995,269.84607,-27.380917,ECL,NC,16.348742,15.405,1.2640009,0.4359468,,,269.8460831014721,-27.3808939247809,0.004,0.003,90.0,269.84607300347,0.1129,-27.38091688753,0.1013,0.7609,0.1282,-2.083,0.243,-5.333,0.199,false,5043.8,39.1079,16.43147,2319.0,68.2492,16.938135,6071.73,333.521,15.303638,1.634497,,,0,4475.0,,,,,0.093031,1316.20166138202,1106.82226156149,1621.18985743378,4.808387559697849,4.808387559697849
4050812905036922112,OGLE-BLG-LPV-217707,272.159,-28.539694,LPV,Mira,205.22672,14.327,6.257,184.98,,,272.1590193424415,-28.5396711539922,0.007,0.006,90.0,272.15899696563,0.2451,-28.53969368974,0.2581,0.2146,0.3272,-4.566,0.477,-5.234,0.393,false,6671.8,388.523,16.127758,419.31,103.093,18.79505,18734.1,3516.89,14.080338,4.714712,,,0,3347.0,,,,,0.1025,4392.21844626168,2228.45029237986,8412.47102566133,1.1135800065877781,1.1135800065877781
4657651479987200256,OGLE-LMC-ECL-20932,84.38871,-69.406944,ECL,ESD,15.200059,13.548,-0.09500027,3.830313,,,84.3886814636506,-69.4069443291361,0.001,0.001,0.0,84.38870406845,0.0276,-69.40694224175,0.0279,0.0444,0.0294,1.847,0.054,0.485,0.059,false,77103.4,337.803,13.470681,63507.3,1028.99,13.344329,30238.3,396.601,13.560528,-0.216199,,,0,8868.67,,,,,0.036153,7089.87368239638,6123.99140227592,8292.99361461534,-0.705192152262228,-0.705192152262228
4056094516523089536,OGLE-BLG-ECL-184902,268.85797,-30.87875,ECL,NC,10.512726,15.823,1.9060001,7.750407,,,268.8579765201368,-30.8787520702626,0.004,0.003,90.0,268.85797244969,0.1358,-30.87875188596,0.1199,-0.4637,0.1398,-0.811,0.276,0.043,0.223,false,2837.89,21.0847,17.055878,1336.76,170.152,17.536255,5219.4,153.809,15.467869,2.068386,,,0,4595.73,,,,,0.02148,10768.7534189793,7321.51730079946,15740.3948755789,0.662172790840664,0.662172790840664
4043962054315339648,OGLE-BLG-ECL-217784,269.55692,-31.800833,ECL,NC,5.864829,15.223,1.6660004,0.6579996,,,269.5569287392627,-31.8008151473616,0.002,0.002,90.0,269.55691832071,0.0681,-31.80083551096,0.0628,0.622,0.0739,-2.057,0.134,-4.73,0.11,false,5701.69,14.4534,16.298357,2104.36,105.83,17.04359,6246.51,106.29,15.272826,1.770764,,,0,4112.59,,,1.87,0.906,0.06961,1563.74756108435,1392.54454350826,1781.92544113244,4.25216634600411,4.25216634600411
4651910453084496256,OGLE-LMC-ECL-14238,80.742584,-70.56289,ECL,EC,12.431411,15.675,1.606,145.76816,,,80.7425511192123,-70.5628910208226,0.002,0.002,0.0,80.7425753763,0.0535,-70.56289040964,0.072,0.0265,0.0561,1.875,0.107,0.142,0.146,false,3502.2,25.1151,16.827515,1253.4,39.913,17.606161,3634.74,102.412,15.860737,1.745424,,,0,4109.0,0.881,0.419,,,0.039562,5322.65720618373,4419.05817899133,6491.90401534013,2.044357704185071,2.044357704185071
4056147735597871872,OGLE-BLG-RRLYR-05227,268.02524,-30.68436,RRLYR,RRc,5.7197933,16.794,1.8920002,0.2806839,,,268.0252106217474,-30.6843430451835,0.007,0.005,90.0,268.02523657399,0.2638,-30.68435945828,0.2177,-1.0805,0.3016,5.184,0.452,-3.812,0.331,false,1252.7,13.1926,17.943745,858.884,7.65779,18.016552,4637.42,114.456,15.59623,2.420322,,,0,,,,,,0.109536,8398.82437022252,5256.10835694951,13120.9463370268,2.1729081270015804,2.1729081270015804
4041829998317432320,OGLE-BLG-RRLYR-02099,266.35324,-33.735363,RRLYR,RRc,5.436417,17.237,1.658001,0.35537207,,,266.3532699323101,-33.7353659964852,0.01,0.008,90.0,266.35324005796,0.3473,-33.73536600622,0.3221,0.2781,0.4356,-5.77,0.641,-0.002,0.509,false,834.172,8.90103,18.385227,592.379,24.8933,18.41989,1538.07,35.5137,16.794481,1.625408,,,0,,,,,,0.090258,4194.643517614,1999.8404467341,8153.47380463824,4.123524220950671,4.123524220950671
4068115339748482688,OGLE-BLG-RRLYR-01844,266.06424,-24.53864,RRLYR,RRab,14.309671,16.707,2.198,0.6597345,,,266.0642498340642,-24.5386168669019,0.007,0.006,90.0,266.06423802222,0.2755,-24.53864244435,0.2819,-0.8946,0.46,-2.496,0.476,-5.941,0.368,false,1226.59,30.656,17.966618,470.224,72.271,18.670628,1799.02,155.388,16.624332,2.046295,,,0,,,,,,0.089289,5860.65073760101,3361.65185203102,9801.07956199279,2.867271529414353,2.867271529414353
4658293560416158592,OGLE-LMC-ECL-11305,78.95775,-69.053276,ECL,ESD,15.464537,15.958,0.2689991,37.018,,,78.9577229870853,-69.0532785373762,0.002,0.001,0.0,78.95774594111,0.0497,-69.05327867107,0.055,0.0572,0.058,1.906,0.09,-0.031,0.106,false,5597.52,38.6738,16.318377,3901.27,92.7765,16.373375,3079.41,70.1268,16.040752,0.332623,,,0,8630.0,,,,,0.035946,4843.87768411593,4030.22520924667,5903.46810785451,2.532034343310464,2.532034343310464
4056132484044426880,OGLE-BLG-LPV-091884,268.2019,-30.80489,LPV,Mira,66.25632,13.523,5.842,305.8,,,268.2019202303645,-30.8048925395297,0.009,0.007,90.0,268.20189843663,0.2902,-30.8048928013,0.2492,-0.0087,0.2691,-4.348,0.556,-0.061,0.455,false,14074.0,463.584,15.317319,581.479,65.1894,18.440052,32488.7,2939.57,13.48259,4.957462,,,0,3291.25,,,,,0.063219,5667.30361380629,3113.5283798834,10055.5282016604,-0.24388263487720252,-0.24388263487720252
4044192612408467968,OGLE-BLG-ECL-224669,269.70612,-30.487223,ECL,NC,7.3490024,15.556,1.5820007,0.5494539,,,269.706118133126,-30.4872040796022,0.005,0.005,90.0,269.70612131712,0.1941,-30.48722004982,0.1815,0.3061,0.2325,0.637,0.353,-3.709,0.299,true,3912.8,29.8112,16.707146,1842.94,61.6201,17.187609,5296.63,122.378,15.451921,1.735687,,,0,4572.53,,,,,0.068359,3885.06411058945,2073.77699685903,7953.9561220366,2.609008806654117,2.609008806654117
4658003220843260416,OGLE-LMC-ECL-17860,82.69483,-69.799774,ECL,ESD,25.886116,15.962,-0.066999435,2.91721,,,82.6947989767039,-69.7997741519129,0.002,0.002,0.0,82.69482203604,0.0512,-69.79977235041,0.0744,1.0E-4,0.0606,1.849,0.099,0.418,0.143,false,7895.5,49.1582,15.944916,6586.57,119.856,15.804739,3324.29,138.635,15.957673,-0.152934,,,0,9522.75,,,,,0.038569,5375.11411686396,4434.39266792627,6591.84824585556,2.3100614481123927,2.3100614481123927
4658028170163289984,OGLE-LMC-RRLYR-18574,83.13621,-69.53364,RRLYR,RRab,5.4941792,18.809,0.48600006,0.542525,,,83.1361586284744,-69.5336823919542,0.024,0.013,0.0,83.13621909492,0.4231,-69.53364046108,0.6761,0.0114,0.5469,4.911,0.833,9.739,1.534,false,388.948,7.77819,19.213636,979.958,104.321,17.87337,875.785,22.63,17.405926,0.467443,,,0,,,,,,0.165746,1679.13730344783,1076.48929133325,2663.4030913434,7.683568965504556,7.683568965504556
4658177944209278080,OGLE-LMC-ECL-12813,79.89846,-69.46528,ECL,ED,5.058244,17.644,0.91400146,36.83912,,,79.8984273416825,-69.465279959917,0.007,0.005,0.0,79.89845443493,0.147,-69.46527743926,0.1903,0.0516,0.1671,2.207,0.295,0.585,0.449,false,809.23,4.92956,18.418186,852.905,15.6046,18.024137,989.276,22.9712,17.273626,0.750511,,,0,,,,,,0.041241,2840.50458525545,2154.34466673084,3826.70425293256,5.377021626385119,5.377021626385119
4056567134809380992,OGLE-BLG-ECL-149778,268.12067,-29.350277,ECL,NC,15.119616,13.769,0.8699999,27.121155,,,268.1206615492266,-29.3502722062969,0.001,0.001,90.0,268.12066822871,0.0424,-29.35027416179,0.0393,0.5612,0.0521,1.352,0.081,-0.454,0.064,false,31058.4,10.595,14.457917,15775.0,19.3008,14.856465,23618.3,72.9145,13.828799,1.027666,,,0,5292.14,,,2.4,4.084,0.031639,1711.58910025,1565.83080292976,1886.63523607486,2.602002492683372,2.602002492683372
4658026864493707776,OGLE-LMC-CEP-2361,83.37412,-69.61916,CEP,F,10.1008415,15.484,0.8509989,3.4721053,,,83.3740955511073,-69.6191602701128,0.001,0.001,0.0,83.37411474466,0.0366,-69.61915733608,0.0394,-0.0469,0.0378,1.552,0.064,0.681,0.083,false,6657.31,31.411,16.13012,3669.41,65.0181,16.4399,5241.56,63.6387,15.463268,0.976631,,,0,5352.53,,,,,0.030668,7945.92636360525,6756.70350660811,9407.72606833028,0.983277525747102,0.983277525747102
