source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,OGLE-ID,RA,Dec,Type,subType,SNR,I,V_I,Period,[Fe/H]_J95,[Fe/H]_ZW,r_est,r_lo,r_hi,abs_Gmag,abs_Imag,V
4056222983366195968,269.2231056753706,0.2317077686989055,-30.260667541711197,0.21314391762908894,-0.009876625308997591,0.2752238383211373,0.07494886251448236,0.3631635389388011,-5.60682220120396,0.31354736931085664,1051.3002907564025,2.3652645856302135,18.134048,580.8401306957361,91.8533720923897,18.441246,2487.384916131755,92.37670405254407,16.272562,2.168684,,,0,,,,,,OGLE-BLG-RRLYR-08338,269.22284,-30.260279,RRLYR,RRab,9.91907,17.008,2.2510014,0.5746578,,,5637.89477717138,3111.78159011126,9942.56314429578,4.378463631125356,3.2524145893773095,-14.756998020166016
4041326116886231424,266.27790592793815,0.18028935835381837,-34.95228279781111,0.161508959794575,2.0628920576437784,0.2103009101659145,-1.9604898236691928,0.33491767023681335,-3.773213394261983,0.26808507123028164,1311.5946243712765,4.559963881055115,17.893867,947.2861166717656,36.44537590986453,17.910185,2597.4707494395343,62.0147384688983,16.225544,1.6846409,,,0,,,,,,OGLE-BLG-RRLYR-02009,266.2778,-34.952026,RRLYR,RRab,7.673265,17.193,1.7789993,0.43144944,,,486.907315088854,439.638978168876,545.388707654903,9.456635996421362,8.755769297202612,-15.41400149345703
4658013051874228736,82.17064956880523,0.24458987631684556,-69.75121726398879,0.2868733683003047,1.1406069554755802,0.26388695878443874,3.282952067594361,0.4491936091119815,-0.21840307623607053,0.547674185279279,909.6739149630309,3.314174380189112,18.291151,1165.759731633334,24.24516756215763,17.684866,878.6289425595352,19.68233243672776,17.402407,0.28245926,,,0,,,,,,OGLE-LMC-RRLYR-16628,82.17108,-69.75097,RRLYR,RRab,5.089824,18.39,0.6459999,0.7139083,-2.099,-2.082,872.087750013939,691.442200372144,1166.77050191805,8.588350116187094,8.687198459082602,-17.743999489648438
4056216489294272000,269.18331762149666,0.11458115945923203,-30.327117639428156,0.10699223294263711,0.4740363701847634,0.1458828534249723,0.24708204931646172,0.2014027184068345,0.21917221767841105,0.16366968061221018,3928.482304896105,4.971691375867394,16.702805,1063.3697883774298,35.79848673286214,17.784678,6108.177980142224,61.428546809567635,15.297141,2.4875364,,,0,3591.0,,,,,OGLE-BLG-RRLYR-08232,269.18326,-30.32661,RRLYR,RRc,5.8752112,17.176,2.1229992,0.25911874,,,2209.25209277715,1524.72307050849,3865.58764013576,4.9815781901118825,5.4547742197749685,-15.053001395092773
4057226704261442304,267.8152312350792,0.25178754425088956,-29.349224518507498,0.32807658589096156,0.7688089233179813,0.40922653194268677,-3.8420600067474013,0.4333601652210261,3.8055078247018126,0.3630517775569447,2200.384406712317,6.02823426341735,17.332119,172.64909427037114,15.13451339018429,19.758478,6148.521415880924,149.658354994366,15.289993,4.468485,,,0,,,,,,OGLE-BLG-LPV-071721,267.81482,-29.349112,LPV,Mira,81.85821,15.624,,366.1,,,2465.0912851798,1075.39308813684,6874.66483386646,5.372953956348525,3.664834563953505,
4056565206286595712,268.0940768898644,0.23229382875086502,-29.41496045868117,0.20180067278791805,0.30067844691840706,0.2877218294675784,-6.542664812522986,0.44235632419066295,1.085284447355621,0.36915087672378927,1094.572813483747,2.5290856146792113,18.090254,225.28163137735808,13.10021335733237,19.469574,2477.440729501752,28.646099531871137,16.276913,3.1926613,,,0,,,,,,OGLE-BLG-RRLYR-05417,268.09467,-29.415083,RRLYR,RRab,12.632529,16.946,2.5200005,0.5784358,,,4103.95710410281,2067.8729186036,8260.15512835996,5.0242397662559775,3.8799850818077353,-14.425998645507812
4062789438702354944,270.04041306623367,0.10038123598816764,-27.58254776340211,0.0854626605981183,0.12666260894774573,0.10448792081902665,-0.7834744548403542,0.19521851530051018,-4.109273143675618,0.15170945450196835,8604.902116146111,11.600665973627803,15.8515005,4438.100997700235,60.079863834073294,16.233395,9052.087067794939,153.19088490772205,14.8700485,1.3633461,,,0,4848.5,,,,,OGLE-BLG-RRLYR-10320,270.0404,-27.582167,RRLYR,RRc,6.1102395,16.666,1.7229996,0.3233569,,,5421.82499609487,3591.30149518425,8804.73054342935,2.1807730338966564,2.9952728889381603,-14.943000766210938
4050192166306748544,271.10230644183946,0.10466642252301153,-30.04613228317923,0.09694241852629762,-0.021002829317660593,0.11031826495409361,1.4469083697971423,0.18588326022489143,-6.990217339993447,0.16387045211416426,31112.766202823495,45.291739410131015,14.456019,4701.458002118088,204.63395940038217,16.170807,47753.09411915563,356.0966159553971,13.064416,3.106391,,,0,3873.66,,,,,OGLE-BLG-RRLYR-12454,271.10217,-30.045723,RRLYR,RRab,11.126676,15.939,1.3079996,0.5976184,,,7734.33868341758,5069.75773701549,12027.6172863249,0.013903472925278493,1.4968842010746926,-14.631000529699707
4063172828797158656,270.6455714686198,0.1411712733765305,-27.326400446568666,0.1338124779825106,0.11792497353285322,0.16195751326715452,-8.73944285842234,0.2632738659191628,-2.0465330152523835,0.21642939275913942,1618.398973810534,2.417959976976504,17.665651,474.9582808728259,33.57448533444728,18.65975,3001.9404744399553,114.68705285221215,16.068415,2.5913353,,,0,,,,,,OGLE-BLG-RRLYR-11629,270.64587,-27.326778,RRLYR,RRab,10.714843,16.888,2.3149986,0.54521924,,,5083.99327289798,3104.33854884773,8710.83426294515,4.13462648527549,3.356975652145607,-14.57300188828125
4064784541022280960,272.02358468095014,0.23935176500513322,-26.5181712357344,0.20963709983333556,1.9780466530402265,0.2161194532141478,-3.9156290107734355,0.5140388397975942,3.321614320737901,0.4426261517401127,2541.839953268512,17.89924818040271,17.175495,1498.3657603826266,81.6734115322623,17.412344,3286.424479285048,109.10525546840407,15.970111,1.4422331,,,0,,,,,,OGLE-BLG-ECL-323890,272.02396,-26.517805,ECL,NC,6.277518,17.398,,0.7501565,,,508.789069527629,455.329894298965,576.260793656121,8.642806284413139,8.865311853871146,
4056518412681251584,268.938084796061,0.2530454617550417,-29.470206850827672,0.22636145970867044,-0.48640452070973256,0.25324732739239486,-5.397889114447455,0.5173251338055419,-7.744899470749033,0.4185329058369511,1294.0453196892759,6.044619454642512,17.908491,890.7960261750637,32.20231817962806,17.976942,3220.9698841377676,44.25687326079504,15.991953,1.9849892,,,0,,,,,,OGLE-BLG-ECL-188698,268.93787,-29.469694,ECL,NC,5.671305,17.204,,0.9237785,,,7553.40299158314,4622.36248020555,12083.0790475046,3.517777854973456,2.8132871933523624,
